TENTATIVE LIST OF INSTITUTES AND INTAKE 2026-27
1. नवीन पाठ्यक्रमों/संस्थाओं की जानकारी, विश्‍वविद्यालय की संबद्धता/ए.एफ़.आर.सी. द्वारा प्राप्त फीस निर्धारण के दस्तावेज उपलब्ध कराने के उपरांत ही प्रदर्शित होगी |
2. प्रवेश क्षमता में वृद्धि की जानकारी, विश्‍वविद्यालय की संबद्धता के दस्तावेज उपलब्ध कराने के उपरांत ही प्रदर्शित होगी |
3. संस्थाएं पॉर्टल पर प्रदर्शित जानकारी का अवलोकन कर जानकारी में किसी भी प्रकार की त्रुटि को विभाग के संज्ञान में लाकर यथा संशोधन करवाना सुनिश्चित करें|
S. No.	College ID	Institute Name	Branch	Intake	10% in BE and BPHARM of Last Year Intake	First year vacancy of 2025	Institute Type	AICTE Code	Remark	AFRC/Govt. Fee Status	University
1	0002	Acropolis Institute of Technology & Research, Indore (2005)	Civil Engineering	6	6	 	Private	1-4304071	 	 	RGPV,BHOPAL
2	0002	Acropolis Institute of Technology & Research, Indore (2005)	Computer Science and Engineering	24	24	 	PRIVATE	1-4304071	 	 	RGPV,BHOPAL
3	0002	Acropolis Institute of Technology & Research, Indore (2005)	COMPUTER SCIENCE AND ENGINEERING(CYBER SECURITY)	6	6	 	Private	1-4304071	 	 	RGPV,BHOPAL
4	0002	Acropolis Institute of Technology & Research, Indore (2005)	COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE)	6	6	 	Private	1-4304071	 	 	RGPV,BHOPAL
5	0002	Acropolis Institute of Technology & Research, Indore (2005)	Computer Science and Engineering-Indian language (Hindi)	6	6	 	Private	1-4304071	 	 	RGPV,BHOPAL
6	0002	Acropolis Institute of Technology & Research, Indore (2005)	COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	12	12	 	Private	1-4304071	 	 	RGPV,BHOPAL
7	0002	Acropolis Institute of Technology & Research, Indore (2005)	Computer Science and Information Technology	12	12	 	PRIVATE	1-4304071	 	 	RGPV,BHOPAL
8	0002	Acropolis Institute of Technology & Research, Indore (2005)	Electronics and Communication Engineering	6	6	 	PRIVATE	1-4304071	 	 	RGPV,BHOPAL
9	0002	Acropolis Institute of Technology & Research, Indore (2005)	Electronics and Communication (Advanced Communication Technology)	6	6	 	Private	1-4304071	 	 	RGPV,BHOPAL
10	0002	Acropolis Institute of Technology & Research, Indore (2005)	ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY)	6	6	 	Private	1-4304071	 	 	RGPV,BHOPAL
11	0002	Acropolis Institute of Technology & Research, Indore (2005)	Information Technology	12	12	 	PRIVATE	1-4304071	 	 	RGPV,BHOPAL
12	0002	Acropolis Institute of Technology & Research, Indore (2005)	Mechanical Engineering	6	6	 	PRIVATE	1-4304071	 	 	RGPV,BHOPAL
13	0003	ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)	Civil Engineering	6	6	 	Private	1-6706611	 	 	RGPV,BHOPAL
14	0003	ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)	Computer Science and Engineering	6	6	 	PRIVATE	1-6706611	 	 	RGPV,BHOPAL
15	0003	ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE)	6	6	 	Private	1-6706611	 	 	RGPV,BHOPAL
16	0003	ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)	Electrical & Electronics Engineering	6	6	 	PRIVATE	1-6706611	 	 	RGPV,BHOPAL
17	0003	ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)	Mechanical Engineering	6	6	 	PRIVATE	1-6706611	 	 	RGPV,BHOPAL
18	0004	Aditya College of Technology & Science, Satna (2007)	Agri. Tech.	3	3	 	private	1-12200161	 	 	RGPV,BHOPAL
19	0004	Aditya College of Technology & Science, Satna (2007)	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	6	6	 	Private	1-12200161	 	 	RGPV,BHOPAL
20	0004	Aditya College of Technology & Science, Satna (2007)	Civil Engineering	6	6	 	Private	1-12200161	 	 	RGPV,BHOPAL
21	0004	Aditya College of Technology & Science, Satna (2007)	Computer Science and Engineering	6	6	 	PRIVATE	1-12200161	 	 	RGPV,BHOPAL
22	0004	Aditya College of Technology & Science, Satna (2007)	Electrical & Electronics Engineering	6	6	 	PRIVATE	1-12200161	 	 	RGPV,BHOPAL
23	0004	Aditya College of Technology & Science, Satna (2007)	Fire Tech & Safety	3	3	 	private	1-12200161	 	 	RGPV,BHOPAL
24	0004	Aditya College of Technology & Science, Satna (2007)	Mechanical Engineering	6	6	 	PRIVATE	1-12200161	 	 	RGPV,BHOPAL
25	0004	Aditya College of Technology & Science, Satna (2007)	MINING Eng	12	12	 	private	1-12200161	 	 	RGPV,BHOPAL
26	0008	All Saints College of Technology, Bhopal (2002)	Civil Engineering	12	12	 	Private	1-35023771	 	 	RGPV,BHOPAL
27	0008	All Saints College of Technology, Bhopal (2002)	Computer Science and Engineering	12	12	 	PRIVATE	1-35023771	 	 	RGPV,BHOPAL
28	0008	All Saints College of Technology, Bhopal (2002)	Electronics and Communication Engineering	6	6	 	PRIVATE	1-35023771	 	 	RGPV,BHOPAL
29	0008	All Saints College of Technology, Bhopal (2002)	Electrical & Electronics Engineering	6	6	 	PRIVATE	1-35023771	 	 	RGPV,BHOPAL
30	0008	All Saints College of Technology, Bhopal (2002)	Mechanical Engineering	12	12	 	PRIVATE	1-35023771	 	 	RGPV,BHOPAL
31	0009	Alpine Institute of Technology, Ujjain (2007)	Civil Engineering	5	5	 	Private	1-5883793	 	 	RGPV,BHOPAL
32	0009	Alpine Institute of Technology, Ujjain (2007)	Computer Science and Engineering	5	5	 	PRIVATE	1-5883793	 	 	RGPV,BHOPAL
33	0009	Alpine Institute of Technology, Ujjain (2007)	Electrical Engineering	5	5	 	PRIVATE	1-5883793	 	 	RGPV,BHOPAL
34	0009	Alpine Institute of Technology, Ujjain (2007)	Mechanical Engineering	5	5	 	PRIVATE	1-5883793	 	 	RGPV,BHOPAL
35	1033	Annie Institute of Technology and Research Centre, Chhindwara (2013)	Automobile Engineering	3	3	 	private	1-1606601981	 	 	RGPV,BHOPAL
36	1033	Annie Institute of Technology and Research Centre, Chhindwara (2013)	Civil Engineering	6	6	 	private	1-1606601981	 	 	RGPV,BHOPAL
37	1033	Annie Institute of Technology and Research Centre, Chhindwara (2013)	Computer Science and Engineering	6	6	 	private	1-1606601981	 	 	RGPV,BHOPAL
38	1033	Annie Institute of Technology and Research Centre, Chhindwara (2013)	Electronics and Communication Engineering	3	3	 	private	1-1606601981	 	 	RGPV,BHOPAL
39	1033	Annie Institute of Technology and Research Centre, Chhindwara (2013)	Mechanical Engineering	6	6	 	private	1-1606601981	 	 	RGPV,BHOPAL
40	0010	Astral Institute of Technology & Research, Indore (2006)	Civil Engineering	6	6	 	Private	1-10137131	 	 	RGPV,BHOPAL
41	0010	Astral Institute of Technology & Research, Indore (2006)	Computer Science and Engineering	12	12	 	PRIVATE	1-10137131	 	 	RGPV,BHOPAL
42	0010	Astral Institute of Technology & Research, Indore (2006)	Electronics and Communication Engineering	6	6	 	PRIVATE	1-10137131	 	 	RGPV,BHOPAL
43	0010	Astral Institute of Technology & Research, Indore (2006)	Information Technology	3	3	 	PRIVATE	1-10137131	 	 	RGPV,BHOPAL
44	0010	Astral Institute of Technology & Research, Indore (2006)	Mechanical Engineering	6	6	 	PRIVATE	1-10137131	 	 	RGPV,BHOPAL
45	0011	Babulal Tarabai Institute of Research & Technology, Sagar (2008)	Civil Engineering	6	6	 	Private	1-4266721	 	 	RGPV,BHOPAL
46	0011	Babulal Tarabai Institute of Research & Technology, Sagar (2008)	Computer Science and Engineering	9	9	 	PRIVATE	1-4266721	 	 	RGPV,BHOPAL
47	0011	Babulal Tarabai Institute of Research & Technology, Sagar (2008)	COMPUTER SCIENCE AND ENGINEERING(CYBER SECURITY)	3	3	 	PRIVATE	1-4266721	 	 	RGPV,BHOPAL
48	0011	Babulal Tarabai Institute of Research & Technology, Sagar (2008)	COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	6	6	 	PRIVATE	1-4266721	 	 	RGPV,BHOPAL
49	0011	Babulal Tarabai Institute of Research & Technology, Sagar (2008)	Electronics and Communication Engineering	6	6	 	PRIVATE	1-4266721	 	 	RGPV,BHOPAL
50	0011	Babulal Tarabai Institute of Research & Technology, Sagar (2008)	Electrical & Electronics Engineering	3	3	 	Private	1-4266721	 	 	RGPV,BHOPAL
51	0011	Babulal Tarabai Institute of Research & Technology, Sagar (2008)	Mechanical Engineering	3	3	 	PRIVATE	1-4266721	 	 	RGPV,BHOPAL
52	0033	BADERIA GLOBAL INSTITUTE OF ENGINEERING &amp; MANAGEMENT, JABALPUR	Civil Engineering	3	3	 	Private	1-3130963	 	 	RGPV,BHOPAL
53	0033	BADERIA GLOBAL INSTITUTE OF ENGINEERING &amp; MANAGEMENT, JABALPUR	COMPUTER SCIENCE	3	3	 	Private	1-3130963	 	 	RGPV,BHOPAL
54	0033	BADERIA GLOBAL INSTITUTE OF ENGINEERING &amp; MANAGEMENT, JABALPUR	Computer Science and Engineering	30	30	 	Private	1-3130963	 	 	RGPV,BHOPAL
55	0033	BADERIA GLOBAL INSTITUTE OF ENGINEERING &amp; MANAGEMENT, JABALPUR	COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE)	9	9	 	Private	1-3130963	 	 	RGPV,BHOPAL
56	0033	BADERIA GLOBAL INSTITUTE OF ENGINEERING &amp; MANAGEMENT, JABALPUR	COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	18	18	 	Private	1-3130963	 	 	RGPV,BHOPAL
57	0033	BADERIA GLOBAL INSTITUTE OF ENGINEERING &amp; MANAGEMENT, JABALPUR	COMPUTER SCIENCE AND ENGINEERING(INTERNET OF THINGS AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY)	6	6	 	Private	1-3130963	 	 	RGPV,BHOPAL
58	0033	BADERIA GLOBAL INSTITUTE OF ENGINEERING &amp; MANAGEMENT, JABALPUR	Electronics and Communication Engineering	6	6	 	Private	1-3130963	 	 	RGPV,BHOPAL
59	0033	BADERIA GLOBAL INSTITUTE OF ENGINEERING &amp; MANAGEMENT, JABALPUR	Mechanical Engineering	3	3	 	Private	1-3130963	 	 	RGPV,BHOPAL
60	0013	Bansal College of Engineering, Obedullaganj, Raisen (2002)	Civil Engineering	3	3	 	Private	1-2557985	 	 	RGPV,BHOPAL
61	0013	Bansal College of Engineering, Obedullaganj, Raisen (2002)	Computer Science and Engineering	18	18	 	PRIVATE	1-2557985	 	 	RGPV,BHOPAL
62	0013	Bansal College of Engineering, Obedullaganj, Raisen (2002)	COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	6	6	 	Private	1-2557985	 	 	RGPV,BHOPAL
63	0013	Bansal College of Engineering, Obedullaganj, Raisen (2002)	Electronics and Communication Engineering	3	3	 	PRIVATE	1-2557985	 	 	RGPV,BHOPAL
64	0013	Bansal College of Engineering, Obedullaganj, Raisen (2002)	Electrical & Electronics Engineering	3	3	 	PRIVATE	1-2557985	 	 	RGPV,BHOPAL
65	0013	Bansal College of Engineering, Obedullaganj, Raisen (2002)	Mechanical Engineering	3	3	 	PRIVATE	1-2557985	 	 	RGPV,BHOPAL
66	0014	Bansal Institute of Research & Technology, Bhopal (2007)	Civil Engineering	3	3	 	PRIVATE	1-5931951	 	 	RGPV,BHOPAL
67	0014	Bansal Institute of Research & Technology, Bhopal (2007)	Computer Science and Engineering	18	18	 	PRIVATE	1-5931951	 	 	RGPV,BHOPAL
68	0014	Bansal Institute of Research & Technology, Bhopal (2007)	COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE)	6	6	 	PRIVATE	1-5931951	 	 	RGPV,BHOPAL
69	0014	Bansal Institute of Research & Technology, Bhopal (2007)	Electronics and Communication Engineering	3	3	 	PRIVATE	1-5931951	 	 	RGPV,BHOPAL
70	0014	Bansal Institute of Research & Technology, Bhopal (2007)	Electrical & Electronics Engineering	3	3	 	private	1-5931951	 	 	RGPV,BHOPAL
71	0014	Bansal Institute of Research & Technology, Bhopal (2007)	Mechanical Engineering	3	3	 	PRIVATE	1-5931951	 	 	RGPV,BHOPAL
72	1028	Bansal Institute of Research Technology & Science, Bhopal (2008)	Civil Engineering	3	3	 	PRIVATE	1-9760743	 	 	RGPV,BHOPAL
73	1028	Bansal Institute of Research Technology & Science, Bhopal (2008)	Computer Science and Engineering	18	18	 	PRIVATE	1-9760743	 	 	RGPV,BHOPAL
74	1028	Bansal Institute of Research Technology & Science, Bhopal (2008)	COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE)	6	6	 	PRIVATE	1-9760743	 	 	RGPV,BHOPAL
75	1028	Bansal Institute of Research Technology & Science, Bhopal (2008)	COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	6	6	 	PRIVATE	1-9760743	 	 	RGPV,BHOPAL
76	1028	Bansal Institute of Research Technology & Science, Bhopal (2008)	Mechanical Engineering	3	3	 	PRIVATE	1-9760743	 	 	RGPV,BHOPAL
77	0015	Bansal Institute of Science & Technology, Bhopal (2000)	Civil Engineering	3	3	 	Private	1-9275063	 	 	RGPV,BHOPAL
78	0015	Bansal Institute of Science & Technology, Bhopal (2000)	Computer Science and Engineering	18	18	 	PRIVATE	1-9275063	 	 	RGPV,BHOPAL
79	0015	Bansal Institute of Science & Technology, Bhopal (2000)	COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	6	6	 	Private	1-9275063	 	 	RGPV,BHOPAL
80	0015	Bansal Institute of Science & Technology, Bhopal (2000)	Electronics and Communication Engineering	3	3	 	PRIVATE	1-9275063	 	 	RGPV,BHOPAL
81	0015	Bansal Institute of Science & Technology, Bhopal (2000)	Electrical & Electronics Engineering	3	3	 	PRIVATE	1-9275063	 	 	RGPV,BHOPAL
82	0015	Bansal Institute of Science & Technology, Bhopal (2000)	Information Technology	6	6	 	PRIVATE	1-9275063	 	 	RGPV,BHOPAL
83	0015	Bansal Institute of Science & Technology, Bhopal (2000)	Mechanical Engineering	3	3	 	PRIVATE	1-9275063	 	 	RGPV,BHOPAL
84	1015	Bethesda Institute of Technology and Science, Gwalior (2011)	Civil Engineering	5	5	 	Private	1-465688831	 	 	RGPV,BHOPAL
85	1015	Bethesda Institute of Technology and Science, Gwalior (2011)	Computer Science and Engineering	5	5	 	PRIVATE	1-465688831	 	 	RGPV,BHOPAL
86	1015	Bethesda Institute of Technology and Science, Gwalior (2011)	Electronics and Communication Engineering	6	6	 	PRIVATE	1-465688831	 	 	RGPV,BHOPAL
87	1015	Bethesda Institute of Technology and Science, Gwalior (2011)	Electrical & Electronics Engineering	6	6	 	PRIVATE	1-465688831	 	 	RGPV,BHOPAL
88	1015	Bethesda Institute of Technology and Science, Gwalior (2011)	Mechanical Engineering	5	5	 	PRIVATE	1-465688831	 	 	RGPV,BHOPAL
89	0021	BHOPAL INSTITUTE OF TECHNOLOGY & MANAGEMENT, BHOPAL (2009)	Computer Science and Engineering	3	3	 	PRIVATE	1-10066704	 	 	RGPV,BHOPAL
90	0021	BHOPAL INSTITUTE OF TECHNOLOGY & MANAGEMENT, BHOPAL (2009)	Electronics and Communication Engineering	3	3	 	PRIVATE	1-10066704	 	 	RGPV,BHOPAL
91	0021	BHOPAL INSTITUTE OF TECHNOLOGY & MANAGEMENT, BHOPAL (2009)	Electrical & Electronics Engineering	3	3	 	PRIVATE	1-10066704	 	 	RGPV,BHOPAL
92	0021	BHOPAL INSTITUTE OF TECHNOLOGY & MANAGEMENT, BHOPAL (2009)	Mechanical Engineering	3	3	 	PRIVATE	1-10066704	 	 	RGPV,BHOPAL
93	0019	BHOPAL INSTITUTE OF TECHNOLOGY & SCIENCE, BHOPAL (2002)	Civil Engineering	6	6	 	private	1-9995654	 	 	RGPV,BHOPAL
94	0019	BHOPAL INSTITUTE OF TECHNOLOGY & SCIENCE, BHOPAL (2002)	Computer Science and Engineering	9	9	 	PRIVATE	1-9995654	 	 	RGPV,BHOPAL
95	0019	BHOPAL INSTITUTE OF TECHNOLOGY & SCIENCE, BHOPAL (2002)	Electronics and Communication Engineering	3	3	 	PRIVATE	1-9995654	 	 	RGPV,BHOPAL
96	0019	BHOPAL INSTITUTE OF TECHNOLOGY & SCIENCE, BHOPAL (2002)	Electrical & Electronics Engineering	9	9	 	PRIVATE	1-9995654	 	 	RGPV,BHOPAL
97	0019	BHOPAL INSTITUTE OF TECHNOLOGY & SCIENCE, BHOPAL (2002)	Mechanical Engineering	9	9	 	PRIVATE	1-9995654	 	 	RGPV,BHOPAL
98	0020	BHOPAL INSTITUTE OF TECHNOLOGY, BHOPAL (2007)	Computer Science and Engineering	9	9	 	PRIVATE	1-10064214	 	 	RGPV,BHOPAL
99	0020	BHOPAL INSTITUTE OF TECHNOLOGY, BHOPAL (2007)	Electronics and Communication Engineering	3	3	 	PRIVATE	1-10064214	 	 	RGPV,BHOPAL
100	0020	BHOPAL INSTITUTE OF TECHNOLOGY, BHOPAL (2007)	Electrical & Electronics Engineering	9	9	 	PRIVATE	1-10064214	 	 	RGPV,BHOPAL
101	0020	BHOPAL INSTITUTE OF TECHNOLOGY, BHOPAL (2007)	Mechanical Engineering	9	9	 	PRIVATE	1-10064214	 	 	RGPV,BHOPAL
102	0022	BM College of Technology, Indore (2007)	Civil Engineering	6	6	 	Private	1-2596391	 	 	RGPV,BHOPAL
103	0022	BM College of Technology, Indore (2007)	Computer Science and Engineering	12	12	 	PRIVATE	1-2596391	 	 	RGPV,BHOPAL
104	0022	BM College of Technology, Indore (2007)	Electronics and Communication Engineering	3	3	 	PRIVATE	1-2596391	 	 	RGPV,BHOPAL
105	0022	BM College of Technology, Indore (2007)	Electrical & Electronics Engineering	3	3	 	private	1-2596391	 	 	RGPV,BHOPAL
106	0022	BM College of Technology, Indore (2007)	Information Technology	3	3	 	Private	1-2596391	 	 	RGPV,BHOPAL
107	0022	BM College of Technology, Indore (2007)	Mechanical Engineering	12	12	 	PRIVATE	1-2596391	 	 	RGPV,BHOPAL
108	0025	Chameli Devi Group of Institutions, Indore (2006)	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	12	12	 	Private	1-416758821	 	 	RGPV,BHOPAL
109	0025	Chameli Devi Group of Institutions, Indore (2006)	Civil Engineering	3	3	 	private	1-416758821	 	 	RGPV,BHOPAL
110	0025	Chameli Devi Group of Institutions, Indore (2006)	Computer Science and Engineering	36	36	 	Private	1-416758821	 	 	RGPV,BHOPAL
111	0025	Chameli Devi Group of Institutions, Indore (2006)	COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	12	12	 	Private	1-416758821	 	 	RGPV,BHOPAL
112	0025	Chameli Devi Group of Institutions, Indore (2006)	COMPUTER SCIENCE AND ENGINEERING(INTERNET OF THINGS AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY)	6	6	 	Private	1-416758821	 	 	RGPV,BHOPAL
113	0025	Chameli Devi Group of Institutions, Indore (2006)	Information Technology	6	6	 	Private	1-416758821	 	 	RGPV,BHOPAL
114	0025	Chameli Devi Group of Institutions, Indore (2006)	Mechanical Engineering	3	3	 	Private	1-416758821	 	 	RGPV,BHOPAL
115	0026	Corporate Institute of Science & Technology, Bhopal (2008)	Civil Engineering	6	6	 	Private	1-4590251	 	 	RGPV,BHOPAL
116	0026	Corporate Institute of Science & Technology, Bhopal (2008)	Computer Science and Engineering	12	12	 	PRIVATE	1-4590251	 	 	RGPV,BHOPAL
